country code;postal code;place name;admin name1;admin code1;admin name2;admin code2;admin name3;admin code3;latitude;longitude;accuracy;coordinates
US;28117;Mooresville;North Carolina;NC;Iredell;097;;;35.584;-80.8685;4;35.584,-80.8685
US;28123;Mount Mourne;North Carolina;NC;Iredell;097;;;35.5432;-80.8473;4;35.5432,-80.8473
US;28723;Cullowhee;North Carolina;NC;Jackson;099;;;35.2409;-83.1475;4;35.2409,-83.1475
US;28789;Whittier;North Carolina;NC;Jackson;099;;;35.4469;-83.2872;4;35.4469,-83.2872
US;27557;Middlesex;North Carolina;NC;Johnston;101;;;35.7665;-78.2062;4;35.7665,-78.2062
US;27569;Princeton;North Carolina;NC;Johnston;101;;;35.4558;-78.1674;4;35.4558,-78.1674
US;28555;Maysville;North Carolina;NC;Jones;103;;;34.8691;-77.2315;4;34.8691,-77.2315
US;28761;Nebo;North Carolina;NC;McDowell;111;;;35.6732;-81.9056;4;35.6732,-81.9056
US;28734;Franklin;North Carolina;NC;Macon;113;;;35.181;-83.3885;4;35.181,-83.3885
US;27825;Everetts;North Carolina;NC;Martin;117;;;35.8349;-77.1736;4;35.8349,-77.1736
US;28202;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.229;-80.8419;4;35.229,-80.8419
US;28226;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.0869;-80.8167;4;35.0869,-80.8167
US;28228;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.26;-80.8042;4;35.26,-80.8042
US;28231;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.26;-80.8042;4;35.26,-80.8042
US;28241;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2271;-80.8431;4;35.2271,-80.8431
US;28247;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.0656;-80.8511;4;35.0656,-80.8511
US;28266;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2271;-80.8431;4;35.2271,-80.8431
US;28280;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2271;-80.8431;4;35.2271,-80.8431
US;28282;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2242;-80.8447;4;35.2242,-80.8447
US;28284;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2271;-80.8431;4;35.2271,-80.8431
US;28288;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2271;-80.8431;4;35.2271,-80.8431
US;27247;Ether;North Carolina;NC;Montgomery;123;;;35.4514;-79.7834;4;35.4514,-79.7834
US;27868;Red Oak;North Carolina;NC;Nash;127;;;36.0548;-77.9116;4;36.0548,-77.9116
US;28401;Wilmington;North Carolina;NC;New Hanover;129;;;34.2257;-77.9447;4;34.2257,-77.9447
US;28544;Midway Park;North Carolina;NC;Onslow;133;;;34.727;-77.32;4;34.727,-77.32
US;28574;Richlands;North Carolina;NC;Onslow;133;;;34.8624;-77.5863;4;34.8624,-77.5863
US;28421;Atkinson;North Carolina;NC;Pender;141;;;34.5304;-78.1671;4;34.5304,-78.1671
US;27919;Belvidere;North Carolina;NC;Perquimans;143;;;36.3096;-76.5436;4;36.3096,-76.5436
US;27343;Semora;North Carolina;NC;Person;145;;;36.5114;-79.0942;4;36.5114,-79.0942
US;28530;Grifton;North Carolina;NC;Pitt;147;;;35.3757;-77.4193;4;35.3757,-77.4193
US;28590;Winterville;North Carolina;NC;Pitt;147;;;35.5336;-77.391;4;35.5336,-77.391
US;28359;Lumberton;North Carolina;NC;Robeson;155;;;34.6077;-79.0144;4;34.6077,-79.0144
US;28384;Saint Pauls;North Carolina;NC;Robeson;155;;;34.801;-78.9731;4;34.801,-78.9731
US;28088;Landis;North Carolina;NC;Rowan;159;;;35.5435;-80.6129;4;35.5435,-80.6129
US;28024;Cliffside;North Carolina;NC;Rutherford;161;;;35.2416;-81.7755;4;35.2416,-81.7755
US;28076;Henrietta;North Carolina;NC;Rutherford;161;;;35.2579;-81.7962;4;35.2579,-81.7962
US;27042;Pine Hall;North Carolina;NC;Stokes;169;;;36.3482;-80.0495;4;36.3482,-80.0495
US;27030;Mount Airy;North Carolina;NC;Surry;171;;;36.5007;-80.6119;4;36.5007,-80.6119
US;27584;Townsville;North Carolina;NC;Vance;181;;;36.4946;-78.4236;4;36.4946,-78.4236
US;27529;Garner;North Carolina;NC;Wake;183;;;35.6813;-78.5975;4;35.6813,-78.5975
US;27615;Raleigh;North Carolina;NC;Wake;183;;;35.8887;-78.6393;4;35.8887,-78.6393
US;27617;Raleigh;North Carolina;NC;Wake;183;;;35.9034;-78.7447;4;35.9034,-78.7447
US;27636;Raleigh;North Carolina;NC;Wake;183;;;35.7977;-78.6253;4;35.7977,-78.6253
US;27690;Raleigh;North Carolina;NC;Wake;183;;;35.7977;-78.6253;4;35.7977,-78.6253
US;27699;Raleigh;North Carolina;NC;Wake;183;;;35.7977;-78.6253;4;35.7977,-78.6253
US;27928;Creswell;North Carolina;NC;Washington;187;;;35.8653;-76.4196;4;35.8653,-76.4196
US;27970;Roper;North Carolina;NC;Washington;187;;;35.8994;-76.5809;4;35.8994,-76.5809
US;28605;Blowing Rock;North Carolina;NC;Watauga;189;;;36.1355;-81.6996;4;36.1355,-81.6996
US;28692;Vilas;North Carolina;NC;Watauga;189;;;36.2574;-81.7652;4;36.2574,-81.7652
US;28656;North Wilkesboro;North Carolina;NC;Wilkes;193;;;36.2384;-81.046;4;36.2384,-81.046
US;28685;Traphill;North Carolina;NC;Wilkes;193;;;36.3301;-81.0151;4;36.3301,-81.0151
US;28697;Wilkesboro;North Carolina;NC;Wilkes;193;;;36.1359;-81.1573;4;36.1359,-81.1573
US;27822;Elm City;North Carolina;NC;Wilson;195;;;35.811;-77.856;4;35.811,-77.856
US;27020;Hamptonville;North Carolina;NC;Yadkin;197;;;36.1242;-80.8137;4;36.1242,-80.8137
US;28740;Green Mountain;North Carolina;NC;Yancey;199;;;35.9937;-82.259;4;35.9937,-82.259
US;27201;Alamance;North Carolina;NC;Alamance;001;;;36.0318;-79.4856;4;36.0318,-79.4856
US;27244;Elon;North Carolina;NC;Alamance;001;;;36.1029;-79.5067;4;36.1029,-79.5067
US;27253;Graham;North Carolina;NC;Alamance;001;;;36.031;-79.3814;4;36.031,-79.3814
US;28643;Lansing;North Carolina;NC;Ashe;009;;;36.5176;-81.5269;4;36.5176,-81.5269
US;28653;Montezuma;North Carolina;NC;Avery;011;;;36.0651;-81.9017;4;36.0651,-81.9017
US;28462;Supply;North Carolina;NC;Brunswick;019;;;34.0231;-78.2884;4;34.0231,-78.2884
US;28701;Alexander;North Carolina;NC;Buncombe;021;;;35.7064;-82.6311;4;35.7064,-82.6311
US;28776;Skyland;North Carolina;NC;Buncombe;021;;;35.4835;-82.5207;4;35.4835,-82.5207
US;28671;Rutherford College;North Carolina;NC;Burke;023;;;35.7485;-81.5226;4;35.7485,-81.5226
US;28124;Mount Pleasant;North Carolina;NC;Cabarrus;025;;;35.4146;-80.4171;4;35.4146,-80.4171
US;28579;Smyrna;North Carolina;NC;Carteret;031;;;34.7593;-76.5274;4;34.7593,-76.5274
US;28581;Stacy;North Carolina;NC;Carteret;031;;;34.8412;-76.4289;4;34.8412,-76.4289
US;27228;Bynum;North Carolina;NC;Chatham;037;;;35.7835;-79.1298;4;35.7835,-79.1298
US;27252;Goldston;North Carolina;NC;Chatham;037;;;35.5643;-79.3385;4;35.5643,-79.3385
US;28017;Boiling Springs;North Carolina;NC;Cleveland;045;;;35.2543;-81.667;4;35.2543,-81.667
US;28523;Cove City;North Carolina;NC;Craven;049;;;35.2023;-77.2963;4;35.2023,-77.2963
US;28342;Falcon;North Carolina;NC;Cumberland;051;;;35.1899;-78.6483;4;35.1899,-78.6483
US;27936;Frisco;North Carolina;NC;Dare;055;;;35.2338;-75.6145;4;35.2338,-75.6145
US;27968;Rodanthe;North Carolina;NC;Dare;055;;;35.5935;-75.4679;4;35.5935,-75.4679
US;27972;Salvo;North Carolina;NC;Dare;055;;;35.5546;-75.4693;4;35.5546,-75.4693
US;28521;Chinquapin;North Carolina;NC;Duplin;061;;;34.8276;-77.7636;4;34.8276,-77.7636
US;27852;Macclesfield;North Carolina;NC;Edgecombe;065;;;35.751;-77.6706;4;35.751,-77.6706
US;27010;Bethania;North Carolina;NC;Forsyth;067;;;36.183;-80.3387;4;36.183,-80.3387
US;27099;Rural Hall;North Carolina;NC;Forsyth;067;;;36.2404;-80.2934;4;36.2404,-80.2934
US;27116;Winston-Salem;North Carolina;NC;Forsyth;067;;;36.0999;-80.2442;4;36.0999,-80.2442
US;27130;Winston-Salem;North Carolina;NC;Forsyth;067;;;36.0275;-80.2073;4;36.0275,-80.2073
US;27155;Winston-Salem;North Carolina;NC;Forsyth;067;;;36.0275;-80.2073;4;36.0275,-80.2073
US;27508;Bunn;North Carolina;NC;Franklin;069;;;35.9577;-78.2498;4;35.9577,-78.2498
US;28053;Gastonia;North Carolina;NC;Gaston;071;;;35.2751;-81.2134;4;35.2751,-81.2134
US;28056;Gastonia;North Carolina;NC;Gaston;071;;;35.2172;-81.1252;4;35.2172,-81.1252
US;27574;Roxboro;North Carolina;NC;Granville;077;;;36.3942;-78.9863;4;36.3942,-78.9863
US;27888;Walstonburg;North Carolina;NC;Greene;079;;;35.5882;-77.6983;4;35.5882,-77.6983
US;27260;High Point;North Carolina;NC;Guilford;081;;;35.954;-79.9884;4;35.954,-79.9884
US;27264;High Point;North Carolina;NC;Guilford;081;;;36.0807;-80.0244;4;36.0807,-80.0244
US;27282;Jamestown;North Carolina;NC;Guilford;081;;;35.999;-79.9293;4;35.999,-79.9293
US;27283;Julian;North Carolina;NC;Guilford;081;;;35.9543;-79.6386;4;35.9543,-79.6386
US;27405;Greensboro;North Carolina;NC;Guilford;081;;;36.1214;-79.7733;4;36.1214,-79.7733
US;27429;Greensboro;North Carolina;NC;Guilford;081;;;36.0726;-79.792;4;36.0726,-79.792
US;27839;Halifax;North Carolina;NC;Halifax;083;;;36.3049;-77.5607;4;36.3049,-77.5607
US;27870;Roanoke Rapids;North Carolina;NC;Halifax;083;;;36.4461;-77.6731;4;36.4461,-77.6731
US;27543;Kipling;North Carolina;NC;Harnett;085;;;35.4799;-78.8211;4;35.4799,-78.8211
US;27922;Cofield;North Carolina;NC;Hertford;091;;;36.3333;-76.8746;4;36.3333,-76.8746
US;27826;Fairfield;North Carolina;NC;Hyde;095;;;35.5659;-76.2318;4;35.5659,-76.2318
US;28736;Glenville;North Carolina;NC;Jackson;099;;;35.1882;-83.09;4;35.1882,-83.09
US;27857;Oak City;North Carolina;NC;Martin;117;;;35.9597;-77.3004;4;35.9597,-77.3004
US;28203;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2081;-80.8583;4;35.2081,-80.8583
US;28214;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2731;-80.9571;4;35.2731,-80.9571
US;28217;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.1714;-80.9084;4;35.1714,-80.9084
US;28233;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2271;-80.8431;4;35.2271,-80.8431
US;28263;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2268;-80.8432;4;35.2268,-80.8432
US;28705;Bakersville;North Carolina;NC;Mitchell;121;;;36.0286;-82.1711;4;36.0286,-82.1711
US;28394;Vass;North Carolina;NC;Moore;125;;;35.2171;-79.2562;4;35.2171,-79.2562
US;27804;Rocky Mount;North Carolina;NC;Nash;127;;;35.9904;-77.8468;4;35.9904,-77.8468
US;27878;Sharpsburg;North Carolina;NC;Nash;127;;;35.8654;-77.8389;4;35.8654,-77.8389
US;27882;Spring Hope;North Carolina;NC;Nash;127;;;35.9302;-78.1085;4;35.9302,-78.1085
US;28405;Wilmington;North Carolina;NC;New Hanover;129;;;34.2651;-77.867;4;34.2651,-77.867
US;27845;Jackson;North Carolina;NC;Northampton;131;;;36.3896;-77.4214;4;36.3896,-77.4214
US;27231;Cedar Grove;North Carolina;NC;Orange;135;;;36.202;-79.1666;4;36.202,-79.1666
US;28587;Vandemere;North Carolina;NC;Pamlico;137;;;35.1913;-76.6604;4;35.1913,-76.6604
US;27907;Elizabeth City;North Carolina;NC;Pasquotank;139;;;36.285;-76.2553;4;36.285,-76.2553
US;28457;Rocky Point;North Carolina;NC;Pender;141;;;34.4344;-77.9234;4;34.4344,-77.9234
US;27944;Hertford;North Carolina;NC;Perquimans;143;;;36.1685;-76.3731;4;36.1685,-76.3731
US;27350;Sophia;North Carolina;NC;Randolph;151;;;35.8298;-79.8986;4;35.8298,-79.8986
US;28364;Maxton;North Carolina;NC;Robeson;155;;;34.7334;-79.3097;4;34.7334,-79.3097
US;28372;Pembroke;North Carolina;NC;Robeson;155;;;34.6902;-79.1834;4;34.6902,-79.1834
US;28138;Rockwell;North Carolina;NC;Rowan;159;;;35.5494;-80.4226;4;35.5494,-80.4226
US;28018;Bostic;North Carolina;NC;Rutherford;161;;;35.4533;-81.8118;4;35.4533,-81.8118
US;28746;Lake Lure;North Carolina;NC;Rutherford;161;;;35.4464;-82.1752;4;35.4464,-82.1752
US;27007;Ararat;North Carolina;NC;Surry;171;;;36.3859;-80.5895;4;36.3859,-80.5895
US;28713;Bryson City;North Carolina;NC;Swain;173;;;35.4241;-83.4392;4;35.4241,-83.4392
US;28708;Balsam Grove;North Carolina;NC;Transylvania;175;;;35.2298;-82.8779;4;35.2298,-82.8779
US;27925;Columbia;North Carolina;NC;Tyrrell;177;;;35.9057;-76.2345;4;35.9057,-76.2345
US;28112;Monroe;North Carolina;NC;Union;179;;;34.8946;-80.554;4;34.8946,-80.554
US;27519;Cary;North Carolina;NC;Wake;183;;;35.8072;-78.887;4;35.8072,-78.887
US;27526;Fuquay Varina;North Carolina;NC;Wake;183;;;35.58;-78.7908;4;35.58,-78.7908
US;27591;Wendell;North Carolina;NC;Wake;183;;;35.798;-78.3926;4;35.798,-78.3926
US;27619;Raleigh;North Carolina;NC;Wake;183;;;35.8515;-78.6314;4;35.8515,-78.6314
US;27627;Raleigh;North Carolina;NC;Wake;183;;;35.7977;-78.6253;4;35.7977,-78.6253
US;27668;Raleigh;North Carolina;NC;Wake;183;;;35.7977;-78.6253;4;35.7977,-78.6253
US;27570;Ridgeway;North Carolina;NC;Warren;185;;;36.4357;-78.2367;4;36.4357,-78.2367
US;27586;Vaughan;North Carolina;NC;Warren;185;;;36.4265;-78.0036;4;36.4265,-78.0036
US;28618;Deep Gap;North Carolina;NC;Watauga;189;;;36.2136;-81.5163;4;36.2136,-81.5163
US;27532;Goldsboro;North Carolina;NC;Wayne;191;;;35.372;-78.0524;4;35.372,-78.0524
US;27873;Saratoga;North Carolina;NC;Wilson;195;;;35.6538;-77.7755;4;35.6538,-77.7755
US;28337;Elizabethtown;North Carolina;NC;Bladen;017;;;34.6471;-78.5747;4;34.6471,-78.5747
US;28420;Ash;North Carolina;NC;Brunswick;019;;;34.0659;-78.5056;4;34.0659,-78.5056
US;28469;Ocean Isle Beach;North Carolina;NC;Brunswick;019;;;33.8913;-78.4298;4;33.8913,-78.4298
US;28704;Arden;North Carolina;NC;Buncombe;021;;;35.4637;-82.5354;4;35.4637,-82.5354
US;28814;Asheville;North Carolina;NC;Buncombe;021;;;35.6648;-82.4927;4;35.6648,-82.4927
US;28816;Asheville;North Carolina;NC;Buncombe;021;;;35.6203;-82.5286;4;35.6203,-82.5286
US;28647;Linville Falls;North Carolina;NC;Burke;023;;;35.9593;-81.9429;4;35.9593,-81.9429
US;28655;Morganton;North Carolina;NC;Burke;023;;;35.7346;-81.7042;4;35.7346,-81.7042
US;28083;Kannapolis;North Carolina;NC;Cabarrus;025;;;35.4848;-80.6015;4;35.4848,-80.6015
US;28661;Patterson;North Carolina;NC;Caldwell;027;;;35.9973;-81.5626;4;35.9973,-81.5626
US;28511;Atlantic;North Carolina;NC;Carteret;031;;;34.8888;-76.3521;4;34.8888,-76.3521
US;28589;Williston;North Carolina;NC;Carteret;031;;;34.7893;-76.5052;4;34.7893,-76.5052
US;27208;Bennett;North Carolina;NC;Chatham;037;;;35.5673;-79.5225;4;35.5673,-79.5225
US;28903;Culberson;North Carolina;NC;Cherokee;039;;;34.9917;-84.1677;4;34.9917,-84.1677
US;28020;Casar;North Carolina;NC;Cleveland;045;;;35.5145;-81.6357;4;35.5145,-81.6357
US;28042;Fallston;North Carolina;NC;Cleveland;045;;;35.429;-81.5015;4;35.429,-81.5015
US;28169;Waco;North Carolina;NC;Cleveland;045;;;35.3615;-81.4287;4;35.3615,-81.4287
US;28432;Clarendon;North Carolina;NC;Columbus;047;;;34.1761;-78.7637;4;34.1761,-78.7637
US;27917;Barco;North Carolina;NC;Currituck;053;;;36.3588;-75.9793;4;36.3588,-75.9793
US;27927;Corolla;North Carolina;NC;Currituck;053;;;36.3206;-75.8132;4;36.3206,-75.8132
US;27950;Knotts Island;North Carolina;NC;Currituck;053;;;36.5232;-75.9702;4;36.5232,-75.9702
US;27953;Manns Harbor;North Carolina;NC;Dare;055;;;35.8238;-75.8467;4;35.8238,-75.8467
US;27360;Thomasville;North Carolina;NC;Davidson;057;;;35.8713;-80.0913;4;35.8713,-80.0913
US;27361;Thomasville;North Carolina;NC;Davidson;057;;;35.8829;-80.276;4;35.8829,-80.276
US;28341;Faison;North Carolina;NC;Duplin;061;;;35.1199;-78.118;4;35.1199,-78.118
US;28518;Beulaville;North Carolina;NC;Duplin;061;;;34.934;-77.7697;4;34.934,-77.7697
US;27705;Durham;North Carolina;NC;Durham;063;;;36.0218;-78.9478;4;36.0218,-78.9478
US;27040;Pfafftown;North Carolina;NC;Forsyth;067;;;36.1669;-80.3798;4;36.1669,-80.3798
US;27106;Winston-Salem;North Carolina;NC;Forsyth;067;;;36.1428;-80.3069;4;36.1428,-80.3069
US;28077;High Shoals;North Carolina;NC;Gaston;071;;;35.4041;-81.2029;4;35.4041,-81.2029
US;27358;Summerfield;North Carolina;NC;Guilford;081;;;36.2245;-79.8901;4;36.2245,-79.8901
US;27413;Greensboro;North Carolina;NC;Guilford;081;;;36.0726;-79.792;4;36.0726,-79.792
US;28751;Maggie Valley;North Carolina;NC;Haywood;087;;;35.5201;-83.0929;4;35.5201,-83.0929
US;28742;Horse Shoe;North Carolina;NC;Henderson;089;;;35.3432;-82.5565;4;35.3432,-82.5565
US;28792;Hendersonville;North Carolina;NC;Henderson;089;;;35.3613;-82.4264;4;35.3613,-82.4264
US;28376;Raeford;North Carolina;NC;Hoke;093;;;34.989;-79.2228;4;34.989,-79.2228
US;28634;Harmony;North Carolina;NC;Iredell;097;;;35.958;-80.7585;4;35.958,-80.7585
US;28688;Turnersburg;North Carolina;NC;Iredell;097;;;35.9085;-80.8073;4;35.9085,-80.8073
US;28725;Dillsboro;North Carolina;NC;Jackson;099;;;35.3735;-83.2592;4;35.3735,-83.2592
US;27332;Sanford;North Carolina;NC;Lee;105;;;35.4469;-79.138;4;35.4469,-79.138
US;27216;Burlington;North Carolina;NC;Alamance;001;;;36.0475;-79.4797;4;36.0475,-79.4797
US;28753;Marshall;North Carolina;NC;Madison;115;;;35.8597;-82.7105;4;35.8597,-82.7105
US;27258;Haw River;North Carolina;NC;Alamance;001;;;36.0915;-79.3642;4;36.0915,-79.3642
US;28242;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.26;-80.8042;4;35.26,-80.8042
US;27302;Mebane;North Carolina;NC;Alamance;001;;;36.0979;-79.2719;4;36.0979,-79.2719
US;28246;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2275;-80.8425;4;35.2275,-80.8425
US;28170;Wadesboro;North Carolina;NC;Anson;007;;;34.9809;-80.0696;4;34.9809,-80.0696
US;28272;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2271;-80.8431;4;35.2271,-80.8431
US;28672;Scottville;North Carolina;NC;Ashe;009;;;36.4833;-81.3276;4;36.4833,-81.3276
US;28274;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.1879;-80.8317;4;35.1879,-80.8317
US;28652;Minneapolis;North Carolina;NC;Avery;011;;;36.0993;-81.9871;4;36.0993,-81.9871
US;28296;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2252;-80.8458;4;35.2252,-80.8458
US;27847;Kelford;North Carolina;NC;Bertie;015;;;36.1871;-77.1898;4;36.1871,-77.1898
US;28327;Carthage;North Carolina;NC;Moore;125;;;35.3061;-79.3969;4;35.3061,-79.3969
US;28715;Candler;North Carolina;NC;Buncombe;021;;;35.5376;-82.7001;4;35.5376,-82.7001
US;27820;Conway;North Carolina;NC;Northampton;131;;;36.4164;-77.2502;4;36.4164,-77.2502
US;28815;Asheville;North Carolina;NC;Buncombe;021;;;35.6203;-82.5286;4;35.6203,-82.5286
US;27831;Garysburg;North Carolina;NC;Northampton;131;;;36.4761;-77.5719;4;36.4761,-77.5719
US;28026;Concord;North Carolina;NC;Cabarrus;025;;;35.3463;-80.5411;4;35.3463,-80.5411
US;28540;Jacksonville;North Carolina;NC;Onslow;133;;;34.7375;-77.4628;4;34.7375,-77.4628
US;27314;Prospect Hill;North Carolina;NC;Caswell;033;;;36.2932;-79.2156;4;36.2932,-79.2156
US;28547;Camp Lejeune;North Carolina;NC;Onslow;133;;;34.6909;-77.3614;1;34.6909,-77.3614
US;28601;Hickory;North Carolina;NC;Catawba;035;;;35.7576;-81.3289;4;35.7576,-81.3289
US;28583;Stonewall;North Carolina;NC;Pamlico;137;;;35.1371;-76.7406;4;35.1371,-76.7406
US;28610;Claremont;North Carolina;NC;Catawba;035;;;35.7211;-81.1297;4;35.7211,-81.1297
US;28454;Maple Hill;North Carolina;NC;Pender;141;;;34.6594;-77.7117;4;34.6594,-77.7117
US;28904;Hayesville;North Carolina;NC;Clay;043;;;35.0417;-83.7867;4;35.0417,-83.7867
US;27828;Farmville;North Carolina;NC;Pitt;147;;;35.5806;-77.5793;4;35.5806,-77.5793
US;28423;Bolton;North Carolina;NC;Columbus;047;;;34.3091;-78.3372;4;34.3091,-78.3372
US;27204;Asheboro;North Carolina;NC;Randolph;151;;;35.7883;-79.7206;4;35.7883,-79.7206
US;28430;Cerro Gordo;North Carolina;NC;Columbus;047;;;34.3025;-78.9216;4;34.3025,-78.9216
US;28379;Rockingham;North Carolina;NC;Richmond;153;;;34.9336;-79.7666;4;34.9336,-79.7666
US;28302;Fayetteville;North Carolina;NC;Cumberland;051;;;35.0343;-78.9088;4;35.0343,-78.9088
US;28271;Charlotte;North Carolina;NC;Robeson;155;;;35.216;-80.8358;4;35.216,-80.8358
US;28305;Fayetteville;North Carolina;NC;Cumberland;051;;;35.056;-78.9047;4;35.056,-78.9047
